dataset;gene;soustype;typesurvie;pval_logRank;pval_Cox;FDR_logrank;FDR_Cox;HR;n;conclusion;poids
GSE42568;BAHCC1;Luminal-B;DFS;0,19;0,2;0,63;0,67;0,9;19;Not Significative;0,99
GSE42568;BAHCC1;HER2-enriched;OS;0,41;0,42;0,82;0,82;-0,5;19;Not Significative;0,99
GSE42568;BAHCC1;HER2-enriched;DFS;0,07;0,08;0,60;0,67;-1;19;Not Significative;0,99
GSE42568;BAHCC1;Basal-like;OS;0,76;0,76;0,82;0,82;0,2;26;Not Significative;0,99
GSE42568;BAHCC1;Basal-like;DFS;0,78;0,78;0,82;0,82;0,1;26;Not Significative;0,99
GSE42568;WDR48;All-tumours;OS;0,68;0,68;0,79;0,80;-0,1;104;Not Significative;0,99
GSE42568;WDR48;All-tumours;DFS;0,71;0,72;0,79;0,80;-0,1;104;Not Significative;0,99
GSE42568;WDR48;Luminal-A;OS;0,51;0,52;0,79;0,80;0,8;26;Not Significative;0,99
GSE42568;WDR48;Luminal-A;DFS;0,57;0,57;0,79;0,80;0,5;26;Not Significative;0,99
GSE42568;WDR48;Luminal-B;OS;0,31;0,33;0,79;0,80;-0,9;19;Not Significative;0,99
GSE42568;WDR48;Luminal-B;DFS;0,36;0,37;0,79;0,80;-0,7;19;Not Significative;0,99
GSE42568;WDR48;HER2-enriched;OS;0,63;0,63;0,79;0,80;-0,3;19;Not Significative;0,99
GSE42568;WDR48;HER2-enriched;DFS;0,64;0,64;0,79;0,80;-0,3;19;Not Significative;0,99
GSE42568;WDR48;Basal-like;OS;0,89;0,89;0,89;0,89;-0,1;26;Not Significative;0,99
GSE42568;WDR48;Basal-like;DFS;0,61;0,61;0,79;0,80;0,3;26;Not Significative;0,99
GSE42568;TRMT9B;All-tumours;OS;0,16;0,17;0,83;0,85;0,5;104;Not Significative;0,99
GSE42568;TRMT9B;All-tumours;DFS;0,27;0,28;0,83;0,85;0,3;104;Not Significative;0,99
GSE42568;TRMT9B;Luminal-A;OS;0,59;0,6;0,94;0,94;0,6;26;Not Significative;0,99
GSE42568;TRMT9B;Luminal-A;DFS;0,66;0,66;0,94;0,94;0,4;26;Not Significative;0,99
GSE42568;TRMT9B;Luminal-B;OS;0,43;0,44;0,86;0,88;0,7;19;Not Significative;0,99
GSE42568;TRMT9B;Luminal-B;DFS;0,23;0,25;0,83;0,85;0,8;19;Not Significative;0,99
GSE42568;TRMT9B;HER2-enriched;OS;0,33;0,34;0,83;0,85;0,6;19;Not Significative;0,99
GSE42568;TRMT9B;HER2-enriched;DFS;0,9;0,9;0,94;0,94;0,1;19;Not Significative;0,99
GSE42568;TRMT9B;Basal-like;OS;0,9;0,9;0,94;0,94;-0,1;26;Not Significative;0,99
GSE42568;TRMT9B;Basal-like;DFS;0,94;0,94;0,94;0,94;0;26;Not Significative;0,99
GSE42568;RELCH;All-tumours;OS;0;0,01;0,00;0,10;1;104;Significative;0,99
GSE42568;RELCH;All-tumours;DFS;0,07;0,07;0,23;0,23;0,5;104;Not Significative;0,99
GSE42568;RELCH;Luminal-A;OS;0,55;0,56;0,77;0,77;0,7;26;Not Significative;0,99
GSE42568;RELCH;Luminal-A;DFS;0,65;0,65;0,77;0,77;-0,4;26;Not Significative;0,99
GSE42568;RELCH;Luminal-B;OS;0,55;0,56;0,77;0,77;0,5;19;Not Significative;0,99
GSE42568;RELCH;Luminal-B;DFS;0,65;0,67;0,77;0,77;-0,3;19;Not Significative;0,99
GSE42568;RELCH;HER2-enriched;OS;0,04;0,06;0,20;0,23;1,3;19;Not Significative;0,99
GSE42568;RELCH;HER2-enriched;DFS;0,23;0,24;0,58;0,60;0,6;19;Not Significative;0,99
GSE42568;RELCH;Basal-like;OS;0,69;0,69;0,77;0,77;-0,2;26;Not Significative;0,99
GSE42568;RELCH;Basal-like;DFS;0,81;0,81;0,81;0,81;0,1;26;Not Significative;0,99
GSE42568;PHF12;All-tumours;OS;0,99;0,99;0,99;1,00;0;104;Not Significative;0,99
GSE42568;PHF12;All-tumours;DFS;0,53;0,53;0,66;0,76;0,2;104;Not Significative;0,99
GSE42568;PHF12;Luminal-A;OS;0,09;1;0,50;1,00;-17;26;Not Significative;0,99
GSE42568;PHF12;Luminal-A;DFS;0,18;0,22;0,60;0,76;-1,4;26;Not Significative;0,99
GSE42568;PHF12;Luminal-B;OS;0,35;0,37;0,66;0,76;-0,8;19;Not Significative;0,99
GSE42568;PHF12;Luminal-B;DFS;0,45;0,44;0,66;0,76;-0,5;19;Not Significative;0,99
GSE42568;PHF12;HER2-enriched;OS;0,1;0,11;0,50;0,76;-1;19;Not Significative;0,99
GSE42568;PHF12;HER2-enriched;DFS;0,36;0,37;0,66;0,76;-0,5;19;Not Significative;0,99
GSE42568;PHF12;Basal-like;OS;0,92;0,92;0,99;1,00;-0,1;26;Not Significative;0,99
GSE42568;PHF12;Basal-like;DFS;0,49;0,5;0,66;0,76;0,4;26;Not Significative;0,99
GSE42568;PHRF1;All-tumours;OS;0,34;0,34;0,62;0,62;-0,3;104;Not Significative;0,99
GSE42568;PHRF1;All-tumours;DFS;0,59;0,58;0,62;0,62;-0,2;104;Not Significative;0,99
GSE42568;PHRF1;Luminal-A;OS;0,54;0,54;0,62;0,62;-0,7;26;Not Significative;0,99
GSE42568;PHRF1;Luminal-A;DFS;0,62;0,62;0,62;0,62;-0,5;26;Not Significative;0,99
GSE42568;PHRF1;Luminal-B;OS;0,08;0,12;0,40;0,60;-1,7;19;Not Significative;0,99
GSE42568;PHRF1;Luminal-B;DFS;0,01;0,02;0,10;0,20;-2,5;19;Significative;0,99
GSE42568;PHRF1;HER2-enriched;OS;0,43;0,43;0,62;0,62;-0,5;19;Not Significative;0,99
GSE42568;PHRF1;HER2-enriched;DFS;0,55;0,56;0,62;0,62;-0,3;19;Not Significative;0,99
GSE42568;PHRF1;Basal-like;OS;0,61;0,61;0,62;0,62;0,3;26;Not Significative;0,99
GSE42568;PHRF1;Basal-like;DFS;0,42;0,43;0,62;0,62;0,4;26;Not Significative;0,99
GSE42568;CHD8;All-tumours;OS;0,44;0,44;0,84;1,00;-0,3;104;Not Significative;0,99
GSE42568;CHD8;All-tumours;DFS;0,4;0,4;0,84;1,00;-0,2;104;Not Significative;0,99
GSE42568;CHD8;Luminal-A;OS;0,07;1;0,70;1,00;-17,2;26;Not Significative;0,99
GSE42568;CHD8;Luminal-A;DFS;0,14;0,18;0,70;1,00;-1,5;26;Not Significative;0,99
GSE42568;CHD8;Luminal-B;OS;0,27;0,29;0,84;1,00;-0,9;19;Not Significative;0,99
GSE42568;CHD8;Luminal-B;DFS;0,59;0,6;0,84;1,00;-0,4;19;Not Significative;0,99
GSE42568;CHD8;HER2-enriched;OS;0,9;0,91;0,90;1,00;0,1;19;Not Significative;0,99
GSE42568;CHD8;HER2-enriched;DFS;0,55;0,55;0,84;1,00;-0,3;19;Not Significative;0,99
GSE42568;CHD8;Basal-like;OS;0,85;0,85;0,90;1,00;-0,1;26;Not Significative;0,99
GSE42568;CHD8;Basal-like;DFS;0,76;0,76;0,90;1,00;-0,2;26;Not Significative;0,99
GSE42568;WDFY4;All-tumours;OS;0,31;0,32;0,76;0,77;-0,3;104;Not Significative;0,99
GSE42568;WDFY4;All-tumours;DFS;0,64;0,64;0,76;0,77;-0,1;104;Not Significative;0,99
GSE42568;WDFY4;Luminal-A;OS;0,51;0,52;0,76;0,77;-0,8;26;Not Significative;0,99
GSE42568;WDFY4;Luminal-A;DFS;0,57;0,57;0,76;0,77;-0,5;26;Not Significative;0,99
GSE42568;WDFY4;Luminal-B;OS;0,68;0,69;0,76;0,77;-0,3;19;Not Significative;0,99
GSE42568;WDFY4;Luminal-B;DFS;0,11;0,13;0,76;0,77;-1,1;19;Not Significative;0,99
GSE42568;WDFY4;HER2-enriched;OS;0,2;0,21;0,76;0,77;0,8;19;Not Significative;0,99
GSE42568;WDFY4;HER2-enriched;DFS;0,59;0,59;0,76;0,77;0,3;19;Not Significative;0,99
GSE42568;WDFY4;Basal-like;OS;0,87;0,87;0,87;0,87;-0,1;26;Not Significative;0,99
GSE42568;WDFY4;Basal-like;DFS;0,62;0,62;0,76;0,77;0,3;26;Not Significative;0,99
GSE42568;SFMBT2;All-tumours;OS;0,72;0,72;0,74;0,74;-0,1;104;Not Significative;0,99
GSE42568;SFMBT2;All-tumours;DFS;0,74;0,74;0,74;0,74;-0,1;104;Not Significative;0,99
GSE42568;SFMBT2;Luminal-A;OS;0,62;0,63;0,74;0,74;0,6;26;Not Significative;0,99
GSE42568;SFMBT2;Luminal-A;DFS;0,56;0,56;0,74;0,74;-0,5;26;Not Significative;0,99
GSE42568;SFMBT2;Luminal-B;OS;0,55;0,56;0,74;0,74;0,5;19;Not Significative;0,99
GSE42568;SFMBT2;Luminal-B;DFS;0,53;0,52;0,74;0,74;0,5;19;Not Significative;0,99
GSE42568;SFMBT2;HER2-enriched;OS;0,43;0,43;0,74;0,74;0,5;19;Not Significative;0,99
GSE42568;SFMBT2;HER2-enriched;DFS;0,73;0,73;0,74;0,74;0,2;19;Not Significative;0,99
GSE42568;SFMBT2;Basal-like;OS;0,58;0,58;0,74;0,74;0,3;26;Not Significative;0,99
GSE42568;SFMBT2;Basal-like;DFS;0,28;0,29;0,74;0,74;0,6;26;Not Significative;0,99
GSE42568;PPP4R4;All-tumours;OS;0,7;0,7;0,96;0,96;0,1;104;Not Significative;0,99
GSE42568;PPP4R4;All-tumours;DFS;0,23;0,23;0,96;0,96;0,4;104;Not Significative;0,99
GSE42568;PPP4R4;Luminal-A;OS;0,62;0,63;0,96;0,96;0,6;26;Not Significative;0,99
GSE42568;PPP4R4;Luminal-A;DFS;0,74;0,75;0,96;0,96;0,3;26;Not Significative;0,99
GSE42568;PPP4R4;Luminal-B;OS;0,93;0,93;0,96;0,96;0,1;19;Not Significative;0,99
GSE42568;PPP4R4;Luminal-B;DFS;0,64;0,63;0,96;0,96;-0,3;19;Not Significative;0,99
GSE42568;PPP4R4;HER2-enriched;OS;0,29;0,3;0,96;0,96;-0,6;19;Not Significative;0,99
GSE42568;PPP4R4;HER2-enriched;DFS;0,66;0,66;0,96;0,96;0,2;19;Not Significative;0,99
GSE42568;PPP4R4;Basal-like;OS;0,96;0,96;0,96;0,96;0;26;Not Significative;0,99
GSE42568;PPP4R4;Basal-like;DFS;0,96;0,96;0,96;0,96;0;26;Not Significative;0,99
GSE42568;METTL14;All-tumours;OS;0,12;0,13;0,60;1,00;0,5;104;Not Significative;0,99
GSE42568;METTL14;All-tumours;DFS;0,45;0,45;0,98;1,00;0,2;104;Not Significative;0,99
GSE42568;METTL14;Luminal-A;OS;0,08;1;0,60;1,00;17,1;26;Not Significative;0,99
GSE42568;METTL14;Luminal-A;DFS;0,66;0,66;0,98;1,00;0,4;26;Not Significative;0,99
GSE42568;METTL14;Luminal-B;OS;0,88;0,88;0,98;1,00;-0,1;19;Not Significative;0,99
GSE42568;METTL14;Luminal-B;DFS;0,72;0,72;0,98;1,00;-0,3;19;Not Significative;0,99
GSE42568;METTL14;HER2-enriched;OS;0,89;0,89;0,98;1,00;0,1;19;Not Significative;0,99
GSE42568;METTL14;HER2-enriched;DFS;0,91;0,91;0,98;1,00;0,1;19;Not Significative;0,99
GSE42568;METTL14;Basal-like;OS;0,98;0,98;0,98;1,00;0;26;Not Significative;0,99
GSE42568;METTL14;Basal-like;DFS;0,57;0,57;0,98;1,00;-0,3;26;Not Significative;0,99
GSE42568;ZFYVE28;All-tumours;OS;0,15;0,16;0,80;0,90;0,5;104;Not Significative;0,99
GSE42568;ZFYVE28;All-tumours;DFS;0,48;0,48;0,90;0,90;0,2;104;Not Significative;0,99
GSE42568;ZFYVE28;Luminal-A;OS;0,58;0,59;0,90;0,90;0,7;26;Not Significative;0,99
GSE42568;ZFYVE28;Luminal-A;DFS;0,16;0,2;0,80;0,90;1,4;26;Not Significative;0,99
GSE42568;ZFYVE28;Luminal-B;OS;0,51;0,51;0,90;0,90;0,6;19;Not Significative;0,99
GSE42568;ZFYVE28;Luminal-B;DFS;0,97;0,97;0,97;0,97;0;19;Not Significative;0,99
GSE42568;ZFYVE28;HER2-enriched;OS;0,3;0,31;0,90;0,90;0,6;19;Not Significative;0,99
GSE42568;ZFYVE28;HER2-enriched;DFS;0,63;0,63;0,90;0,90;-0,3;19;Not Significative;0,99
GSE42568;ZFYVE28;Basal-like;OS;0,9;0,9;0,97;0,97;-0,1;26;Not Significative;0,99
GSE42568;ZFYVE28;Basal-like;DFS;0,75;0,75;0,94;0,94;-0,2;26;Not Significative;0,99
GSE42568;KMT2C;All-tumours;OS;0,13;0,14;0,28;0,35;0,5;104;Not Significative;0,99
GSE42568;KMT2C;All-tumours;DFS;0,03;0,04;0,28;0,35;0,6;104;Not Significative;0,99
GSE42568;KMT2C;Luminal-A;OS;0,55;0,56;0,69;0,70;0,7;26;Not Significative;0,99
GSE42568;KMT2C;Luminal-A;DFS;0,14;0,18;0,28;0,36;1,5;26;Not Significative;0,99
GSE42568;KMT2C;Luminal-B;OS;0,34;0,35;0,57;0,58;0,8;19;Not Significative;0,99
GSE42568;KMT2C;Luminal-B;DFS;0,65;0,65;0,72;0,72;0,3;19;Not Significative;0,99
GSE42568;KMT2C;HER2-enriched;OS;0,86;0,86;0,86;0,86;0,1;19;Not Significative;0,99
GSE42568;KMT2C;HER2-enriched;DFS;0,51;0,51;0,69;0,70;-0,4;19;Not Significative;0,99
GSE42568;KMT2C;Basal-like;OS;0,11;0,12;0,28;0,35;1;26;Not Significative;0,99
GSE42568;KMT2C;Basal-like;DFS;0,09;0,1;0,28;0,35;0,9;26;Not Significative;0,99
GSE42568;PRDM12;All-tumours;OS;0;0;0,00;0,00;-1,1;104;Significative;0,99
GSE42568;PRDM12;All-tumours;DFS;0,01;0,01;0,05;0,05;-0,8;104;Significative;0,99
GSE42568;PRDM12;Luminal-A;OS;0,51;0,52;0,57;0,57;-0,8;26;Not Significative;0,99
GSE42568;PRDM12;Luminal-A;DFS;0,57;0,57;0,57;0,57;-0,5;26;Not Significative;0,99
GSE42568;PRDM12;Luminal-B;OS;0,14;0,16;0,30;0,32;-1,2;19;Not Significative;0,99
GSE42568;PRDM12;Luminal-B;DFS;0,27;0,27;0,45;0,45;-0,7;19;Not Significative;0,99
GSE42568;PRDM12;HER2-enriched;OS;0,15;0,16;0,30;0,32;-0,9;19;Not Significative;0,99
GSE42568;PRDM12;HER2-enriched;DFS;0,06;0,07;0,20;0,23;-1;19;Not Significative;0,99
GSE42568;PRDM12;Basal-like;OS;0,46;0,46;0,57;0,57;-0,4;26;Not Significative;0,99
GSE42568;PRDM12;Basal-like;DFS;0,57;0,57;0,57;0,57;-0,3;26;Not Significative;0,99
GSE42568;PRDM13;All-tumours;OS;0,83;0,83;0,85;0,85;-0,1;104;Not Significative;0,99
GSE42568;PRDM13;All-tumours;DFS;0,77;0,77;0,85;0,85;0,1;104;Not Significative;0,99
GSE42568;PRDM13;Luminal-A;OS;0,42;0,44;0,85;0,85;-1;26;Not Significative;0,99
GSE42568;PRDM13;Luminal-A;DFS;0,8;0,8;0,85;0,85;0,2;26;Not Significative;0,99
GSE42568;PRDM13;Luminal-B;OS;0,51;0,51;0,85;0,85;0,6;19;Not Significative;0,99
GSE42568;PRDM13;Luminal-B;DFS;0,34;0,35;0,85;0,85;0,7;19;Not Significative;0,99
GSE42568;PRDM13;HER2-enriched;OS;0,85;0,85;0,85;0,85;-0,1;19;Not Significative;0,99
GSE42568;PRDM13;HER2-enriched;DFS;0,8;0,8;0,85;0,85;-0,1;19;Not Significative;0,99
GSE42568;PRDM13;Basal-like;OS;0,62;0,62;0,85;0,85;-0,3;26;Not Significative;0,99
GSE42568;PRDM13;Basal-like;DFS;0,39;0,39;0,85;0,85;-0,4;26;Not Significative;0,99
GSE42568;GNB4;All-tumours;OS;0,65;0,65;0,72;0,81;0,2;104;Not Significative;0,99
GSE42568;GNB4;All-tumours;DFS;0,75;0,75;0,75;0,83;0,1;104;Not Significative;0,99
GSE42568;GNB4;Luminal-A;OS;0,07;1;0,30;1,00;17,2;26;Not Significative;0,99
GSE42568;GNB4;Luminal-A;DFS;0,62;0,63;0,72;0,81;0,4;26;Not Significative;0,99
GSE42568;GNB4;Luminal-B;OS;0,61;0,62;0,72;0,81;0,4;19;Not Significative;0,99
GSE42568;GNB4;Luminal-B;DFS;0,18;0,2;0,30;0,40;1;19;Not Significative;0,99
GSE42568;GNB4;HER2-enriched;OS;0,14;0,15;0,30;0,40;0,9;19;Not Significative;0,99
GSE42568;GNB4;HER2-enriched;DFS;0,18;0,19;0,30;0,40;0,7;19;Not Significative;0,99
GSE42568;GNB4;Basal-like;OS;0,14;0,16;0,30;0,40;0,9;26;Not Significative;0,99
GSE42568;GNB4;Basal-like;DFS;0,18;0,19;0,30;0,40;0,7;26;Not Significative;0,99
GSE42568;PRDM16;All-tumours;OS;0,24;0,24;0,65;0,76;-0,4;104;Not Significative;0,99
GSE42568;PRDM16;All-tumours;DFS;0,34;0,34;0,65;0,76;-0,3;104;Not Significative;0,99
GSE42568;PRDM16;Luminal-A;OS;0,08;1;0,65;1,00;17,1;26;Not Significative;0,99
GSE42568;PRDM16;Luminal-A;DFS;0,15;0,19;0,65;0,76;1,5;26;Not Significative;0,99
GSE42568;PRDM16;Luminal-B;OS;0,52;0,53;0,65;0,76;0,5;19;Not Significative;0,99
GSE42568;PRDM16;Luminal-B;DFS;0,28;0,29;0,65;0,76;0,8;19;Not Significative;0,99
GSE42568;PRDM16;HER2-enriched;OS;0,65;0,65;0,72;0,81;-0,3;19;Not Significative;0,99
GSE42568;PRDM16;HER2-enriched;DFS;0,51;0,51;0,65;0,76;-0,4;19;Not Significative;0,99
GSE42568;PRDM16;Basal-like;OS;0,41;0,42;0,65;0,76;0,5;26;Not Significative;0,99
GSE42568;PRDM16;Basal-like;DFS;0,88;0,88;0,88;0,98;-0,1;26;Not Significative;0,99
GSE42568;PRDM15;All-tumours;OS;0,28;0,28;0,70;0,72;-0,4;104;Not Significative;0,99
GSE42568;PRDM15;All-tumours;DFS;0,08;0,08;0,70;0,72;-0,5;104;Not Significative;0,99
GSE42568;PRDM15;Luminal-A;OS;0,55;0,56;0,98;0,98;-0,7;26;Not Significative;0,99
GSE42568;PRDM15;Luminal-A;DFS;0,15;0,19;0,70;0,72;-1,5;26;Not Significative;0,99
GSE42568;PRDM15;Luminal-B;OS;0,98;0,98;0,98;0,98;0;19;Not Significative;0,99
GSE42568;PRDM15;Luminal-B;DFS;0,27;0,29;0,70;0,72;-0,8;19;Not Significative;0,99
GSE42568;PRDM15;HER2-enriched;OS;0,78;0,78;0,98;0,98;0,2;19;Not Significative;0,99
GSE42568;PRDM15;HER2-enriched;DFS;0,9;0,9;0,98;0,98;-0,1;19;Not Significative;0,99
GSE42568;PRDM15;Basal-like;OS;0,96;0,96;0,98;0,98;0;26;Not Significative;0,99
GSE42568;PRDM15;Basal-like;DFS;0,89;0,89;0,98;0,98;0,1;26;Not Significative;0,99
GSE42568;PRDM14;All-tumours;OS;0,52;0,52;0,74;0,74;-0,2;104;Not Significative;0,99
GSE42568;PRDM14;All-tumours;DFS;0,86;0,86;0,86;0,86;-0,1;104;Not Significative;0,99
GSE42568;PRDM14;Luminal-A;OS;0,71;0,71;0,84;0,86;0,5;26;Not Significative;0,99
GSE42568;PRDM14;Luminal-A;DFS;0,46;0,47;0,74;0,74;-0,7;26;Not Significative;0,99
GSE42568;PRDM14;Luminal-B;OS;0,31;0,32;0,62;0,64;-0,9;19;Not Significative;0,99
GSE42568;PRDM14;Luminal-B;DFS;0,76;0,78;0,84;0,86;0,2;19;Not Significative;0,99
GSE42568;PRDM14;HER2-enriched;OS;0,2;0,21;0,62;0,64;-0,8;19;Not Significative;0,99
GSE42568;PRDM14;HER2-enriched;DFS;0,2;0,21;0,62;0,64;-0,7;19;Not Significative;0,99
GSE42568;PRDM14;Basal-like;OS;0,19;0,2;0,62;0,64;0,8;26;Not Significative;0,99
GSE42568;PRDM14;Basal-like;DFS;0,28;0,29;0,62;0,64;0,6;26;Not Significative;0,99
GSE42568;RBSN;All-tumours;OS;0,29;0,29;0,97;0,97;-0,4;104;Not Significative;0,99
GSE42568;RBSN;All-tumours;DFS;0,94;0,94;0,99;1,00;0;104;Not Significative;0,99
GSE42568;RBSN;Luminal-A;OS;0,51;0,52;0,99;1,00;-0,8;26;Not Significative;0,99
GSE42568;RBSN;Luminal-A;DFS;0,56;0,56;0,99;1,00;-0,5;26;Not Significative;0,99
GSE42568;RBSN;Luminal-B;OS;0,84;0,84;0,99;1,00;-0,2;19;Not Significative;0,99
GSE42568;RBSN;Luminal-B;DFS;0,99;1;0,99;1,00;0;19;Not Significative;0,99
GSE42568;RBSN;HER2-enriched;OS;0,67;0,67;0,99;1,00;-0,3;19;Not Significative;0,99
GSE42568;RBSN;HER2-enriched;DFS;0,75;0,75;0,99;1,00;0,2;19;Not Significative;0,99
GSE42568;RBSN;Basal-like;OS;0,07;0,09;0,45;0,50;1,2;26;Not Significative;0,99
GSE42568;RBSN;Basal-like;DFS;0,09;0,1;0,45;0,50;0,9;26;Not Significative;0,99
GSE42568;MLST8;All-tumours;OS;0,22;0,22;0,54;0,55;-0,4;104;Not Significative;0,99
GSE42568;MLST8;All-tumours;DFS;0,49;0,5;0,82;0,83;-0,2;104;Not Significative;0,99
GSE42568;MLST8;Luminal-A;OS;0,62;0,63;0,89;0,90;-0,6;26;Not Significative;0,99
GSE42568;MLST8;Luminal-A;DFS;0,73;0,73;0,91;0,91;-0,3;26;Not Significative;0,99
GSE42568;MLST8;Luminal-B;OS;0,27;0,29;0,54;0,58;-0,9;19;Not Significative;0,99
GSE42568;MLST8;Luminal-B;DFS;0,11;0,13;0,47;0,50;-1,1;19;Not Significative;0,99
GSE42568;MLST8;HER2-enriched;OS;0,01;0,01;0,10;0,10;-1,7;19;Significative;0,99
GSE42568;MLST8;HER2-enriched;DFS;0,14;0,15;0,47;0,50;-0,8;19;Not Significative;0,99
GSE42568;MLST8;Basal-like;OS;0,89;0,89;0,97;0,97;0,1;26;Not Significative;0,99
GSE42568;MLST8;Basal-like;DFS;0,97;0,97;0,97;0,97;0;26;Not Significative;0,99
GSE42568;NSD1;All-tumours;OS;0;0;0,00;0,00;-1,7;104;Significative;0,99
GSE42568;NSD1;All-tumours;DFS;0;0;0,00;0,00;-0,9;104;Significative;0,99
GSE42568;NSD1;Luminal-A;OS;0,08;1;0,11;1,00;-17,1;26;Not Significative;0,99
GSE42568;NSD1;Luminal-A;DFS;0,63;0,63;0,69;0,86;-0,4;26;Not Significative;0,99
GSE42568;NSD1;Luminal-B;OS;0;1;0,00;1,00;-18,4;19;Significative;0,99
GSE42568;NSD1;Luminal-B;DFS;0,03;0,04;0,05;0,08;-1,6;19;Significative;0,99
GSE42568;NSD1;HER2-enriched;OS;0,09;0,1;0,11;0,17;-1;19;Not Significative;0,99
GSE42568;NSD1;HER2-enriched;DFS;0,69;0,69;0,69;0,86;-0,2;19;Not Significative;0,99
GSE42568;NSD1;Basal-like;OS;0,01;0,02;0,02;0,05;-1,9;26;Significative;0,99
GSE42568;NSD1;Basal-like;DFS;0;0,01;0,00;0,03;-1,6;26;Significative;0,99
GSE42568;COP1;All-tumours;OS;0,81;0,81;0,84;0,84;0,1;104;Not Significative;0,99
GSE42568;COP1;All-tumours;DFS;0,5;0,5;0,84;0,84;-0,2;104;Not Significative;0,99
GSE42568;COP1;Luminal-A;OS;0,55;0,56;0,84;0,84;0,7;26;Not Significative;0,99
GSE42568;COP1;Luminal-A;DFS;0,65;0,65;0,84;0,84;-0,4;26;Not Significative;0,99
GSE42568;COP1;Luminal-B;OS;0,84;0,84;0,84;0,84;-0,2;19;Not Significative;0,99
GSE42568;COP1;Luminal-B;DFS;0,82;0,82;0,84;0,84;-0,2;19;Not Significative;0,99
GSE42568;COP1;HER2-enriched;OS;0,06;0,08;0,60;0,65;1,2;19;Not Significative;0,99
GSE42568;COP1;HER2-enriched;DFS;0,12;0,13;0,60;0,65;0,9;19;Not Significative;0,99
GSE42568;COP1;Basal-like;OS;0,72;0,72;0,84;0,84;0,2;26;Not Significative;0,99
GSE42568;COP1;Basal-like;DFS;0,62;0,63;0,84;0,84;0,3;26;Not Significative;0,99
GSE42568;ZNF106;All-tumours;OS;0,14;0,14;0,70;1,00;0,5;104;Not Significative;0,99
GSE42568;ZNF106;All-tumours;DFS;0,24;0,24;0,80;1,00;0,3;104;Not Significative;0,99
GSE42568;ZNF106;Luminal-A;OS;0,07;1;0,70;1,00;17,2;26;Not Significative;0,99
GSE42568;ZNF106;Luminal-A;DFS;0,59;0,6;0,95;1,00;0,5;26;Not Significative;0,99
GSE42568;ZNF106;Luminal-B;OS;0,95;0,95;0,95;1,00;0,1;19;Not Significative;0,99
GSE42568;ZNF106;Luminal-B;DFS;0,94;0,92;0,95;1,00;0,1;19;Not Significative;0,99
GSE42568;ZNF106;HER2-enriched;OS;0,89;0,89;0,95;1,00;0,1;19;Not Significative;0,99
GSE42568;ZNF106;HER2-enriched;DFS;0,91;0,91;0,95;1,00;0,1;19;Not Significative;0,99
GSE42568;ZNF106;Basal-like;OS;0,81;0,81;0,95;1,00;0,1;26;Not Significative;0,99
GSE42568;ZNF106;Basal-like;DFS;0,39;0,39;0,95;1,00;0,4;26;Not Significative;0,99
GSE42568;WDR13;All-tumours;OS;0,49;0,49;0,70;0,70;0,2;104;Not Significative;0,99
GSE42568;WDR13;All-tumours;DFS;0,69;0,69;0,70;0,70;0,1;104;Not Significative;0,99
GSE42568;WDR13;Luminal-A;OS;0,58;0,59;0,70;0,70;-0,7;26;Not Significative;0,99
GSE42568;WDR13;Luminal-A;DFS;0,18;0,21;0,45;0,52;-1,4;26;Not Significative;0,99
GSE42568;WDR13;Luminal-B;OS;0,06;0,1;0,30;0,43;-1,8;19;Not Significative;0,99
GSE42568;WDR13;Luminal-B;DFS;0,12;0,13;0,40;0,43;-1,1;19;Not Significative;0,99
GSE42568;WDR13;HER2-enriched;OS;0,35;0,35;0,58;0,58;0,6;19;Not Significative;0,99
GSE42568;WDR13;HER2-enriched;DFS;0,02;0,03;0,20;0,30;1,3;19;Not Significative;0,99
GSE42568;WDR13;Basal-like;OS;0,26;0,26;0,52;0,52;0,7;26;Not Significative;0,99
GSE42568;WDR13;Basal-like;DFS;0,7;0,7;0,70;0,70;0,2;26;Not Significative;0,99
GSE42568;METTL17;All-tumours;OS;0,54;0,54;0,66;0,75;-0,2;104;Not Significative;0,99
GSE42568;METTL17;All-tumours;DFS;0,77;0,77;0,77;0,86;0,1;104;Not Significative;0,99
GSE42568;METTL17;Luminal-A;OS;0,07;1;0,30;1,00;-17,2;26;Not Significative;0,99
GSE42568;METTL17;Luminal-A;DFS;0,59;0,6;0,66;0,75;-0,5;26;Not Significative;0,99
GSE42568;METTL17;Luminal-B;OS;0,38;0,39;0,61;0,72;0,7;19;Not Significative;0,99
GSE42568;METTL17;Luminal-B;DFS;0,43;0,42;0,61;0,72;0,5;19;Not Significative;0,99
GSE42568;METTL17;HER2-enriched;OS;0,07;0,08;0,30;0,50;-1,1;19;Not Significative;0,99
GSE42568;METTL17;HER2-enriched;DFS;0,09;0,1;0,30;0,50;-0,9;19;Not Significative;0,99
GSE42568;METTL17;Basal-like;OS;0,3;0,31;0,61;0,72;0,6;26;Not Significative;0,99
GSE42568;METTL17;Basal-like;DFS;0,43;0,43;0,61;0,72;0,4;26;Not Significative;0,99
GSE42568;SMYD3;All-tumours;OS;0,38;0,38;0,74;0,74;0,3;104;Not Significative;0,99
GSE42568;SMYD3;All-tumours;DFS;0,16;0,16;0,74;0,74;0,4;104;Not Significative;0,99
